country,issue,month,rate
GI,biodiversity,2017-10,0.0
GR,biodiversity,2017-10,0.0
GL,biodiversity,2017-10,0.0
GD,biodiversity,2017-10,0.0
GP,biodiversity,2017-10,0.0
GU,biodiversity,2017-10,0.0
GG,biodiversity,2017-10,0.0
GN,biodiversity,2017-10,0.0
GW,biodiversity,2017-10,0.0
GY,biodiversity,2017-10,0.0
HT,biodiversity,2017-10,0.0
HM,biodiversity,2017-10,0.0
HU,biodiversity,2017-10,0.0
IS,biodiversity,2017-10,0.0
IQ,biodiversity,2017-10,0.0
IM,biodiversity,2017-10,0.0
IL,biodiversity,2017-10,0.0
JM,biodiversity,2017-10,0.0
JE,biodiversity,2017-10,0.0
KZ,biodiversity,2017-10,0.0
KI,biodiversity,2017-10,0.0
XK,biodiversity,2017-10,0.0
KW,biodiversity,2017-10,0.0
KG,biodiversity,2017-10,0.0
LA,biodiversity,2017-10,0.0
LV,biodiversity,2017-10,0.0
LB,biodiversity,2017-10,0.0
LS,biodiversity,2017-10,0.0
LR,biodiversity,2017-10,0.0
LY,biodiversity,2017-10,0.0
LI,biodiversity,2017-10,0.0
LT,biodiversity,2017-10,0.0
LU,biodiversity,2017-10,0.0
MO,biodiversity,2017-10,0.0
MK,biodiversity,2017-10,0.0
MG,biodiversity,2017-10,0.0
MW,biodiversity,2017-10,0.0
MV,biodiversity,2017-10,0.0
ML,biodiversity,2017-10,0.0
MT,biodiversity,2017-10,0.0
MH,biodiversity,2017-10,0.0
MQ,biodiversity,2017-10,0.0
MR,biodiversity,2017-10,0.0
MU,biodiversity,2017-10,0.0
YT,biodiversity,2017-10,0.0
FM,biodiversity,2017-10,0.0
MD,biodiversity,2017-10,0.0
MC,biodiversity,2017-10,0.0
MN,biodiversity,2017-10,0.0
ME,biodiversity,2017-10,0.0
MS,biodiversity,2017-10,0.0
MZ,biodiversity,2017-10,0.0
MM,biodiversity,2017-10,0.0
NA,biodiversity,2017-10,0.0
NR,biodiversity,2017-10,0.0
NC,biodiversity,2017-10,0.0
NI,biodiversity,2017-10,0.0
NE,biodiversity,2017-10,0.0
NU,biodiversity,2017-10,0.0
NF,biodiversity,2017-10,0.0
KP,biodiversity,2017-10,0.0
MP,biodiversity,2017-10,0.0
OM,biodiversity,2017-10,0.0
PW,biodiversity,2017-10,0.0
PS,biodiversity,2017-10,0.0
PG,biodiversity,2017-10,0.0
PY,biodiversity,2017-10,0.0
PN,biodiversity,2017-10,0.0
PR,biodiversity,2017-10,0.0
QA,biodiversity,2017-10,0.0
RE,biodiversity,2017-10,0.0
RO,biodiversity,2017-10,0.0
RW,biodiversity,2017-10,0.0
WS,biodiversity,2017-10,0.0
SM,biodiversity,2017-10,0.0
ST,biodiversity,2017-10,0.0
SN,biodiversity,2017-10,0.0
RS,biodiversity,2017-10,0.0
SC,biodiversity,2017-10,0.0
SL,biodiversity,2017-10,0.0
SX,biodiversity,2017-10,0.0
SK,biodiversity,2017-10,0.0
SI,biodiversity,2017-10,0.0
SB,biodiversity,2017-10,0.0
SO,biodiversity,2017-10,0.0
GS,biodiversity,2017-10,0.0
SS,biodiversity,2017-10,0.0
BL,biodiversity,2017-10,0.0
SH,biodiversity,2017-10,0.0
KN,biodiversity,2017-10,0.0
LC,biodiversity,2017-10,0.0
MF,biodiversity,2017-10,0.0
PM,biodiversity,2017-10,0.0
VC,biodiversity,2017-10,0.0
SD,biodiversity,2017-10,0.0
SR,biodiversity,2017-10,0.0
SJ,biodiversity,2017-10,0.0
SZ,biodiversity,2017-10,0.0
SY,biodiversity,2017-10,0.0
TJ,biodiversity,2017-10,0.0
TZ,biodiversity,2017-10,0.0
TL,biodiversity,2017-10,0.0
TG,biodiversity,2017-10,0.0
TK,biodiversity,2017-10,0.0
TO,biodiversity,2017-10,0.0
TT,biodiversity,2017-10,0.0
TN,biodiversity,2017-10,0.0
TM,biodiversity,2017-10,0.0
TC,biodiversity,2017-10,0.0
TV,biodiversity,2017-10,0.0
VI,biodiversity,2017-10,0.0
UG,biodiversity,2017-10,0.0
UM,biodiversity,2017-10,0.0
UZ,biodiversity,2017-10,0.0
VU,biodiversity,2017-10,0.0
VA,biodiversity,2017-10,0.0
WF,biodiversity,2017-10,0.0
EH,biodiversity,2017-10,0.0
YE,biodiversity,2017-10,0.0
ZW,biodiversity,2017-10,0.0
DZ,biosphere,2017-10,3.0
AR,biosphere,2017-10,11.0
AU,biosphere,2017-10,8.0
AT,biosphere,2017-10,3.0
BY,biosphere,2017-10,12.0
BE,biosphere,2017-10,3.0
BO,biosphere,2017-10,22.0
BR,biosphere,2017-10,9.0
BG,biosphere,2017-10,6.0
CM,biosphere,2017-10,56.0
CA,biosphere,2017-10,8.0
CL,biosphere,2017-10,15.0
CO,biosphere,2017-10,18.0
CR,biosphere,2017-10,18.0
HR,biosphere,2017-10,5.0
CZ,biosphere,2017-10,4.0
DK,biosphere,2017-10,4.0
DO,biosphere,2017-10,65.0
EC,biosphere,2017-10,76.0
SV,biosphere,2017-10,39.0
FR,biosphere,2017-10,2.0
DE,biosphere,2017-10,3.0
GT,biosphere,2017-10,15.0
HT,biosphere,2017-10,78.0
HN,biosphere,2017-10,40.0
HK,biosphere,2017-10,5.0
HU,biosphere,2017-10,3.0
IN,biosphere,2017-10,6.0
ID,biosphere,2017-10,12.0
IR,biosphere,2017-10,5.0
IE,biosphere,2017-10,3.0
IT,biosphere,2017-10,4.0
JP,biosphere,2017-10,0.0
KZ,biosphere,2017-10,100.0
KG,biosphere,2017-10,41.0
MY,biosphere,2017-10,2.0
MX,biosphere,2017-10,25.0
MZ,biosphere,2017-10,30.0
NL,biosphere,2017-10,2.0
NZ,biosphere,2017-10,5.0
NI,biosphere,2017-10,29.0
NG,biosphere,2017-10,6.0
PK,biosphere,2017-10,5.0
PA,biosphere,2017-10,27.0
PY,biosphere,2017-10,13.0
PE,biosphere,2017-10,17.0
PH,biosphere,2017-10,7.0
PL,biosphere,2017-10,4.0
PT,biosphere,2017-10,20.0
RO,biosphere,2017-10,4.0
RU,biosphere,2017-10,18.0
SA,biosphere,2017-10,3.0
RS,biosphere,2017-10,4.0
SK,biosphere,2017-10,5.0
ZA,biosphere,2017-10,9.0
ES,biosphere,2017-10,17.0
SE,biosphere,2017-10,5.0
CH,biosphere,2017-10,5.0
TW,biosphere,2017-10,2.0
TH,biosphere,2017-10,1.0
TR,biosphere,2017-10,3.0
UA,biosphere,2017-10,15.0
AE,biosphere,2017-10,5.0
GB,biosphere,2017-10,2.0
US,biosphere,2017-10,10.0
UZ,biosphere,2017-10,20.0
VE,biosphere,2017-10,29.0
VN,biosphere,2017-10,3.0
AF,biosphere,2017-10,0.0
AX,biosphere,2017-10,0.0
AL,biosphere,2017-10,0.0
AS,biosphere,2017-10,0.0
AD,biosphere,2017-10,0.0
AO,biosphere,2017-10,0.0
AI,biosphere,2017-10,0.0
AG,biosphere,2017-10,0.0
AM,biosphere,2017-10,0.0
AW,biosphere,2017-10,0.0
AZ,biosphere,2017-10,0.0
BS,biosphere,2017-10,0.0
BH,biosphere,2017-10,0.0
BD,biosphere,2017-10,0.0
BB,biosphere,2017-10,0.0
BZ,biosphere,2017-10,0.0
BJ,biosphere,2017-10,0.0
BM,biosphere,2017-10,0.0
BT,biosphere,2017-10,0.0
BA,biosphere,2017-10,0.0
BW,biosphere,2017-10,0.0
BV,biosphere,2017-10,0.0
IO,biosphere,2017-10,0.0
VG,biosphere,2017-10,0.0
BN,biosphere,2017-10,0.0
BF,biosphere,2017-10,0.0
BI,biosphere,2017-10,0.0
KH,biosphere,2017-10,0.0
CV,biosphere,2017-10,0.0
BQ,biosphere,2017-10,0.0
KY,biosphere,2017-10,0.0
CF,biosphere,2017-10,0.0
TD,biosphere,2017-10,0.0
CN,biosphere,2017-10,0.0
CX,biosphere,2017-10,0.0
CC,biosphere,2017-10,0.0
KM,biosphere,2017-10,0.0
CG,biosphere,2017-10,0.0
CD,biosphere,2017-10,0.0
CK,biosphere,2017-10,0.0
CI,biosphere,2017-10,0.0
CU,biosphere,2017-10,0.0
CW,biosphere,2017-10,0.0
CY,biosphere,2017-10,0.0
DJ,biosphere,2017-10,0.0
DM,biosphere,2017-10,0.0
EG,biosphere,2017-10,0.0
GQ,biosphere,2017-10,0.0
ER,biosphere,2017-10,0.0
EE,biosphere,2017-10,0.0
ET,biosphere,2017-10,0.0
FK,biosphere,2017-10,0.0
FO,biosphere,2017-10,0.0
FJ,biosphere,2017-10,0.0
FI,biosphere,2017-10,0.0
GF,biosphere,2017-10,0.0
PF,biosphere,2017-10,0.0
TF,biosphere,2017-10,0.0
GA,biosphere,2017-10,0.0
GM,biosphere,2017-10,0.0
GE,biosphere,2017-10,0.0
GH,biosphere,2017-10,0.0
GI,biosphere,2017-10,0.0
GR,biosphere,2017-10,0.0
GL,biosphere,2017-10,0.0
GD,biosphere,2017-10,0.0
GP,biosphere,2017-10,0.0
GU,biosphere,2017-10,0.0
GG,biosphere,2017-10,0.0
GN,biosphere,2017-10,0.0
GW,biosphere,2017-10,0.0
GY,biosphere,2017-10,0.0
HM,biosphere,2017-10,0.0
IS,biosphere,2017-10,0.0
IQ,biosphere,2017-10,0.0
IM,biosphere,2017-10,0.0
IL,biosphere,2017-10,0.0
JM,biosphere,2017-10,0.0
JE,biosphere,2017-10,0.0
JO,biosphere,2017-10,0.0
KE,biosphere,2017-10,0.0
KI,biosphere,2017-10,0.0
XK,biosphere,2017-10,0.0
KW,biosphere,2017-10,0.0
LA,biosphere,2017-10,0.0
LV,biosphere,2017-10,0.0
LB,biosphere,2017-10,0.0
LS,biosphere,2017-10,0.0
LR,biosphere,2017-10,0.0
LY,biosphere,2017-10,0.0
LI,biosphere,2017-10,0.0
LT,biosphere,2017-10,0.0
LU,biosphere,2017-10,0.0
MO,biosphere,2017-10,0.0
MK,biosphere,2017-10,0.0
MG,biosphere,2017-10,0.0
MW,biosphere,2017-10,0.0
MV,biosphere,2017-10,0.0
ML,biosphere,2017-10,0.0
MT,biosphere,2017-10,0.0
MH,biosphere,2017-10,0.0
MQ,biosphere,2017-10,0.0
MR,biosphere,2017-10,0.0
MU,biosphere,2017-10,0.0
YT,biosphere,2017-10,0.0
FM,biosphere,2017-10,0.0
MD,biosphere,2017-10,0.0
MC,biosphere,2017-10,0.0
MN,biosphere,2017-10,0.0
ME,biosphere,2017-10,0.0
MS,biosphere,2017-10,0.0
MA,biosphere,2017-10,0.0
MM,biosphere,2017-10,0.0
NA,biosphere,2017-10,0.0
NR,biosphere,2017-10,0.0
NP,biosphere,2017-10,0.0
NC,biosphere,2017-10,0.0
NE,biosphere,2017-10,0.0
NU,biosphere,2017-10,0.0
NF,biosphere,2017-10,0.0
KP,biosphere,2017-10,0.0
MP,biosphere,2017-10,0.0
NO,biosphere,2017-10,0.0
OM,biosphere,2017-10,0.0
PW,biosphere,2017-10,0.0
PS,biosphere,2017-10,0.0
PG,biosphere,2017-10,0.0
PN,biosphere,2017-10,0.0
PR,biosphere,2017-10,0.0
QA,biosphere,2017-10,0.0
RE,biosphere,2017-10,0.0
RW,biosphere,2017-10,0.0
WS,biosphere,2017-10,0.0
SM,biosphere,2017-10,0.0
ST,biosphere,2017-10,0.0
SN,biosphere,2017-10,0.0
SC,biosphere,2017-10,0.0
SL,biosphere,2017-10,0.0
SG,biosphere,2017-10,0.0
SX,biosphere,2017-10,0.0
SI,biosphere,2017-10,0.0
SB,biosphere,2017-10,0.0
SO,biosphere,2017-10,0.0
GS,biosphere,2017-10,0.0
KR,biosphere,2017-10,0.0
SS,biosphere,2017-10,0.0
LK,biosphere,2017-10,0.0
BL,biosphere,2017-10,0.0
SH,biosphere,2017-10,0.0
KN,biosphere,2017-10,0.0
LC,biosphere,2017-10,0.0
MF,biosphere,2017-10,0.0
PM,biosphere,2017-10,0.0
VC,biosphere,2017-10,0.0
SD,biosphere,2017-10,0.0
SR,biosphere,2017-10,0.0
SJ,biosphere,2017-10,0.0
SZ,biosphere,2017-10,0.0
SY,biosphere,2017-10,0.0
TJ,biosphere,2017-10,0.0
TZ,biosphere,2017-10,0.0
TL,biosphere,2017-10,0.0
TG,biosphere,2017-10,0.0
TK,biosphere,2017-10,0.0
TO,biosphere,2017-10,0.0
TT,biosphere,2017-10,0.0
TN,biosphere,2017-10,0.0
TM,biosphere,2017-10,0.0
TC,biosphere,2017-10,0.0
TV,biosphere,2017-10,0.0
VI,biosphere,2017-10,0.0
UG,biosphere,2017-10,0.0
UM,biosphere,2017-10,0.0
UY,biosphere,2017-10,0.0
VU,biosphere,2017-10,0.0
VA,biosphere,2017-10,0.0
WF,biosphere,2017-10,0.0
EH,biosphere,2017-10,0.0
YE,biosphere,2017-10,0.0
ZM,biosphere,2017-10,0.0
ZW,biosphere,2017-10,0.0
DZ,deforestation,2017-10,7.0
AO,deforestation,2017-10,44.0
AR,deforestation,2017-10,23.0
AU,deforestation,2017-10,13.0
BD,deforestation,2017-10,11.0
BE,deforestation,2017-10,4.0
BO,deforestation,2017-10,51.0
BR,deforestation,2017-10,21.0
CM,deforestation,2017-10,41.0
CA,deforestation,2017-10,6.0
CL,deforestation,2017-10,10.0
CO,deforestation,2017-10,26.0
CR,deforestation,2017-10,28.0
CI,deforestation,2017-10,27.0
DO,deforestation,2017-10,34.0
EC,deforestation,2017-10,31.0
SV,deforestation,2017-10,72.0
FR,deforestation,2017-10,3.0
DE,deforestation,2017-10,1.0
GH,deforestation,2017-10,22.0
GT,deforestation,2017-10,30.0
HT,deforestation,2017-10,100.0
HN,deforestation,2017-10,16.0
HK,deforestation,2017-10,5.0
IN,deforestation,2017-10,10.0
ID,deforestation,2017-10,2.0
IE,deforestation,2017-10,5.0
IT,deforestation,2017-10,2.0
JM,deforestation,2017-10,21.0
JP,deforestation,2017-10,1.0
MY,deforestation,2017-10,6.0
MX,deforestation,2017-10,15.0
MZ,deforestation,2017-10,26.0
NL,deforestation,2017-10,2.0
NZ,deforestation,2017-10,10.0
NI,deforestation,2017-10,27.0
NG,deforestation,2017-10,21.0
NO,deforestation,2017-10,2.0
PK,deforestation,2017-10,8.0
PA,deforestation,2017-10,67.0
PY,deforestation,2017-10,56.0
PE,deforestation,2017-10,34.0
PH,deforestation,2017-10,13.0
PL,deforestation,2017-10,1.0
PT,deforestation,2017-10,4.0
QA,deforestation,2017-10,11.0
RO,deforestation,2017-10,6.0
RU,deforestation,2017-10,2.0
SA,deforestation,2017-10,1.0
SG,deforestation,2017-10,9.0
ZA,deforestation,2017-10,8.0
ES,deforestation,2017-10,4.0
SE,deforestation,2017-10,3.0
CH,deforestation,2017-10,3.0
TH,deforestation,2017-10,5.0
TR,deforestation,2017-10,0.0
UA,deforestation,2017-10,1.0
AE,deforestation,2017-10,15.0
GB,deforestation,2017-10,7.0
US,deforestation,2017-10,6.0
UY,deforestation,2017-10,14.0
VE,deforestation,2017-10,4.0
VN,deforestation,2017-10,11.0
ZM,deforestation,2017-10,36.0
ZW,deforestation,2017-10,31.0
AF,deforestation,2017-10,0.0
AX,deforestation,2017-10,0.0
AL,deforestation,2017-10,0.0
AS,deforestation,2017-10,0.0
AD,deforestation,2017-10,0.0
AI,deforestation,2017-10,0.0
AG,deforestation,2017-10,0.0
AM,deforestation,2017-10,0.0
AW,deforestation,2017-10,0.0
AT,deforestation,2017-10,0.0
AZ,deforestation,2017-10,0.0
BS,deforestation,2017-10,0.0
BH,deforestation,2017-10,0.0
BB,deforestation,2017-10,0.0
BY,deforestation,2017-10,0.0
BZ,deforestation,2017-10,0.0
BJ,deforestation,2017-10,0.0
BM,deforestation,2017-10,0.0
BT,deforestation,2017-10,0.0
BA,deforestation,2017-10,0.0
BW,deforestation,2017-10,0.0
BV,deforestation,2017-10,0.0
IO,deforestation,2017-10,0.0
VG,deforestation,2017-10,0.0
BN,deforestation,2017-10,0.0
BG,deforestation,2017-10,0.0
BF,deforestation,2017-10,0.0
BI,deforestation,2017-10,0.0
KH,deforestation,2017-10,0.0
CV,deforestation,2017-10,0.0
BQ,deforestation,2017-10,0.0
KY,deforestation,2017-10,0.0
CF,deforestation,2017-10,0.0
TD,deforestation,2017-10,0.0
CN,deforestation,2017-10,0.0
CX,deforestation,2017-10,0.0
CC,deforestation,2017-10,0.0
KM,deforestation,2017-10,0.0
CG,deforestation,2017-10,0.0
CD,deforestation,2017-10,0.0
CK,deforestation,2017-10,0.0
HR,deforestation,2017-10,0.0
CU,deforestation,2017-10,0.0
CW,deforestation,2017-10,0.0
CY,deforestation,2017-10,0.0
CZ,deforestation,2017-10,0.0
DK,deforestation,2017-10,0.0
DJ,deforestation,2017-10,0.0
DM,deforestation,2017-10,0.0
EG,deforestation,2017-10,0.0
GQ,deforestation,2017-10,0.0
ER,deforestation,2017-10,0.0
EE,deforestation,2017-10,0.0
ET,deforestation,2017-10,0.0
FK,deforestation,2017-10,0.0
FO,deforestation,2017-10,0.0
FJ,deforestation,2017-10,0.0
FI,deforestation,2017-10,0.0
GF,deforestation,2017-10,0.0
PF,deforestation,2017-10,0.0
TF,deforestation,2017-10,0.0
GA,deforestation,2017-10,0.0
GM,deforestation,2017-10,0.0
GE,deforestation,2017-10,0.0
GI,deforestation,2017-10,0.0
GR,deforestation,2017-10,0.0
GL,deforestation,2017-10,0.0
GD,deforestation,2017-10,0.0
GP,deforestation,2017-10,0.0
GU,deforestation,2017-10,0.0
GG,deforestation,2017-10,0.0
GN,deforestation,2017-10,0.0
GW,deforestation,2017-10,0.0
GY,deforestation,2017-10,0.0
HM,deforestation,2017-10,0.0
HU,deforestation,2017-10,0.0
IS,deforestation,2017-10,0.0
IR,deforestation,2017-10,0.0
IQ,deforestation,2017-10,0.0
IM,deforestation,2017-10,0.0
IL,deforestation,2017-10,0.0
JE,deforestation,2017-10,0.0
JO,deforestation,2017-10,0.0
KZ,deforestation,2017-10,0.0
KE,deforestation,2017-10,0.0
KI,deforestation,2017-10,0.0
XK,deforestation,2017-10,0.0
KW,deforestation,2017-10,0.0
KG,deforestation,2017-10,0.0
LA,deforestation,2017-10,0.0
LV,deforestation,2017-10,0.0
LB,deforestation,2017-10,0.0
LS,deforestation,2017-10,0.0
LR,deforestation,2017-10,0.0
LY,deforestation,2017-10,0.0
LI,deforestation,2017-10,0.0
LT,deforestation,2017-10,0.0
LU,deforestation,2017-10,0.0
MO,deforestation,2017-10,0.0
MK,deforestation,2017-10,0.0
MG,deforestation,2017-10,0.0
MW,deforestation,2017-10,0.0
MV,deforestation,2017-10,0.0
ML,deforestation,2017-10,0.0
MT,deforestation,2017-10,0.0
MH,deforestation,2017-10,0.0
MQ,deforestation,2017-10,0.0
MR,deforestation,2017-10,0.0
MU,deforestation,2017-10,0.0
YT,deforestation,2017-10,0.0
FM,deforestation,2017-10,0.0
MD,deforestation,2017-10,0.0
MC,deforestation,2017-10,0.0
MN,deforestation,2017-10,0.0
ME,deforestation,2017-10,0.0
MS,deforestation,2017-10,0.0
MA,deforestation,2017-10,0.0
MM,deforestation,2017-10,0.0
NA,deforestation,2017-10,0.0
NR,deforestation,2017-10,0.0
NP,deforestation,2017-10,0.0
NC,deforestation,2017-10,0.0
NE,deforestation,2017-10,0.0
NU,deforestation,2017-10,0.0
NF,deforestation,2017-10,0.0
KP,deforestation,2017-10,0.0
MP,deforestation,2017-10,0.0
OM,deforestation,2017-10,0.0
PW,deforestation,2017-10,0.0
PS,deforestation,2017-10,0.0
PG,deforestation,2017-10,0.0
PN,deforestation,2017-10,0.0
PR,deforestation,2017-10,0.0
RE,deforestation,2017-10,0.0
RW,deforestation,2017-10,0.0
WS,deforestation,2017-10,0.0
SM,deforestation,2017-10,0.0
ST,deforestation,2017-10,0.0
SN,deforestation,2017-10,0.0
RS,deforestation,2017-10,0.0
SC,deforestation,2017-10,0.0
SL,deforestation,2017-10,0.0
SX,deforestation,2017-10,0.0
SK,deforestation,2017-10,0.0
SI,deforestation,2017-10,0.0
SB,deforestation,2017-10,0.0
SO,deforestation,2017-10,0.0
GS,deforestation,2017-10,0.0
KR,deforestation,2017-10,0.0
SS,deforestation,2017-10,0.0
LK,deforestation,2017-10,0.0
BL,deforestation,2017-10,0.0
SH,deforestation,2017-10,0.0
KN,deforestation,2017-10,0.0
LC,deforestation,2017-10,0.0
MF,deforestation,2017-10,0.0
PM,deforestation,2017-10,0.0
VC,deforestation,2017-10,0.0
SD,deforestation,2017-10,0.0
SR,deforestation,2017-10,0.0
SJ,deforestation,2017-10,0.0
SZ,deforestation,2017-10,0.0
SY,deforestation,2017-10,0.0
TW,deforestation,2017-10,0.0
TJ,deforestation,2017-10,0.0
TZ,deforestation,2017-10,0.0
TL,deforestation,2017-10,0.0
TG,deforestation,2017-10,0.0
TK,deforestation,2017-10,0.0
TO,deforestation,2017-10,0.0
TT,deforestation,2017-10,0.0
TN,deforestation,2017-10,0.0
TM,deforestation,2017-10,0.0
TC,deforestation,2017-10,0.0
TV,deforestation,2017-10,0.0
VI,deforestation,2017-10,0.0
UG,deforestation,2017-10,0.0
UM,deforestation,2017-10,0.0
UZ,deforestation,2017-10,0.0
VU,deforestation,2017-10,0.0
VA,deforestation,2017-10,0.0
WF,deforestation,2017-10,0.0
EH,deforestation,2017-10,0.0
YE,deforestation,2017-10,0.0
DZ,desertification,2017-10,3.0
AO,desertification,2017-10,13.0
AR,desertification,2017-10,2.0
AU,desertification,2017-10,1.0
BH,desertification,2017-10,4.0
BY,desertification,2017-10,0.0
BE,desertification,2017-10,0.0
BO,desertification,2017-10,2.0
BR,desertification,2017-10,1.0
BF,desertification,2017-10,7.0
CM,desertification,2017-10,2.0
CA,desertification,2017-10,0.0
CL,desertification,2017-10,1.0
CO,desertification,2017-10,1.0
CR,desertification,2017-10,1.0
CZ,desertification,2017-10,0.0
DO,desertification,2017-10,1.0
EC,desertification,2017-10,4.0
EG,desertification,2017-10,2.0
SV,desertification,2017-10,6.0
EE,desertification,2017-10,1.0
FI,desertification,2017-10,0.0
FR,desertification,2017-10,0.0
DE,desertification,2017-10,0.0
GH,desertification,2017-10,6.0
GT,desertification,2017-10,1.0
HT,desertification,2017-10,9.0
HN,desertification,2017-10,1.0
HK,desertification,2017-10,1.0
IN,desertification,2017-10,0.0
ID,desertification,2017-10,0.0
IR,desertification,2017-10,1.0
IQ,desertification,2017-10,1.0
IE,desertification,2017-10,1.0
IL,desertification,2017-10,1.0
IT,desertification,2017-10,0.0
JP,desertification,2017-10,0.0
JO,desertification,2017-10,1.0
KZ,desertification,2017-10,1.0
KE,desertification,2017-10,2.0
KW,desertification,2017-10,1.0
LB,desertification,2017-10,1.0
LY,desertification,2017-10,2.0
MY,desertification,2017-10,0.0
MX,desertification,2017-10,1.0
MN,desertification,2017-10,22.0
MA,desertification,2017-10,2.0
NA,desertification,2017-10,6.0
NL,desertification,2017-10,0.0
NE,desertification,2017-10,100.0
NG,desertification,2017-10,3.0
NO,desertification,2017-10,0.0
OM,desertification,2017-10,7.0
PK,desertification,2017-10,0.0
PS,desertification,2017-10,6.0
PA,desertification,2017-10,1.0
PY,desertification,2017-10,2.0
PE,desertification,2017-10,2.0
PH,desertification,2017-10,0.0
PL,desertification,2017-10,0.0
PT,desertification,2017-10,1.0
QA,desertification,2017-10,6.0
RO,desertification,2017-10,0.0
RU,desertification,2017-10,0.0
SA,desertification,2017-10,2.0
SK,desertification,2017-10,0.0
ZA,desertification,2017-10,1.0
KR,desertification,2017-10,1.0
ES,desertification,2017-10,0.0
LK,desertification,2017-10,1.0
SD,desertification,2017-10,5.0
SE,desertification,2017-10,0.0
CH,desertification,2017-10,0.0
SY,desertification,2017-10,3.0
TW,desertification,2017-10,1.0
TH,desertification,2017-10,0.0
TN,desertification,2017-10,1.0
TR,desertification,2017-10,0.0
UG,desertification,2017-10,3.0
AE,desertification,2017-10,2.0
GB,desertification,2017-10,0.0
US,desertification,2017-10,1.0
UY,desertification,2017-10,1.0
VE,desertification,2017-10,0.0
VN,desertification,2017-10,0.0
AF,desertification,2017-10,0.0
AX,desertification,2017-10,0.0
AL,desertification,2017-10,0.0
AS,desertification,2017-10,0.0
AD,desertification,2017-10,0.0
AI,desertification,2017-10,0.0
AG,desertification,2017-10,0.0
AM,desertification,2017-10,0.0
AW,desertification,2017-10,0.0
AT,desertification,2017-10,0.0
AZ,desertification,2017-10,0.0
BS,desertification,2017-10,0.0
BD,desertification,2017-10,0.0
BB,desertification,2017-10,0.0
BZ,desertification,2017-10,0.0
BJ,desertification,2017-10,0.0
BM,desertification,2017-10,0.0
BT,desertification,2017-10,0.0
BA,desertification,2017-10,0.0
BW,desertification,2017-10,0.0
BV,desertification,2017-10,0.0
IO,desertification,2017-10,0.0
VG,desertification,2017-10,0.0
